billing_date,cust_id,product_id,revenue,active_users,api_calls,storage_gb,support_hours,feature_count,data_processed_gb,integration_count,training_hours
2023-05-31,CUST_011,prod_09,12693.5,67,6388,403.2,11.0,15,1136.9,6,22.6
2023-05-31,CUST_042,prod_10,7763.29,89,8567,173.1,3.2,11,261.6,5,8.2
2023-05-31,CUST_178,prod_08,12394.66,102,2757,338.1,3.6,9,729.4,5,16.6
2023-05-31,CUST_158,prod_10,6913.65,38,5729,565.2,10.3,9,316.9,9,7.7
2023-05-31,CUST_057,prod_10,10881.75,79,11066,537.0,3.1,11,678.2,9,18.6
2023-05-31,CUST_041,prod_08,8443.31,74,4057,199.6,3.4,17,487.9,2,5.0
2023-05-31,CUST_007,prod_01,8775.26,41,6969,547.1,1.3,3,722.5,7,7.5
2023-05-31,CUST_044,prod_04,7469.67,33,8470,205.0,4.0,5,652.4,7,21.4
2023-05-31,CUST_083,prod_04,9061.75,89,4537,475.9,10.6,5,303.5,9,20.9
2023-05-31,CUST_077,prod_06,12998.28,64,6457,255.6,4.0,17,1072.1,7,16.1
2023-05-31,CUST_183,prod_05,8086.8,41,1352,437.6,5.1,6,571.7,8,12.9
2023-05-31,CUST_083,prod_03,12281.38,101,7458,398.2,10.3,10,586.9,8,17.6
2023-05-31,CUST_051,prod_01,6975.81,25,2218,99.1,2.2,16,473.6,7,19.9
2023-05-31,CUST_078,prod_05,5409.39,17,9515,383.5,5.9,10,133.8,8,5.3
2023-05-31,CUST_088,prod_01,8512.83,86,8994,448.5,8.5,16,260.5,3,20.0
2023-05-31,CUST_157,prod_02,8736.29,79,10007,303.5,6.3,15,236.5,2,19.4
2023-05-31,CUST_128,prod_07,6665.42,45,1902,370.2,9.5,15,318.5,2,2.8
2023-05-31,CUST_133,prod_10,11589.47,108,1358,248.7,6.8,15,828.6,6,10.6
2023-05-31,CUST_013,prod_05,1678.03,12,1224,61.9,0.6,1,118.5,2,1.5
2023-05-31,CUST_050,prod_09,13207.14,86,4364,253.2,7.0,14,1038.1,6,4.9
2023-05-31,CUST_041,prod_10,2603.81,24,1314,104.8,2.2,4,65.3,2,6.1
2023-05-31,CUST_115,prod_02,1894.75,7,937,49.6,0.8,1,162.3,2,4.1
2023-05-31,CUST_090,prod_06,8628.7,21,9284,191.7,8.4,10,1099.9,6,15.2
2023-05-31,CUST_095,prod_01,9629.64,100,11228,106.2,8.1,14,140.2,9,8.5
2023-05-31,CUST_084,prod_07,11891.91,57,5475,564.2,10.3,17,882.5,6,16.8
2023-05-31,CUST_198,prod_10,10115.03,34,11078,319.6,7.7,10,934.9,8,19.9
2023-05-31,CUST_035,prod_03,7987.65,41,6647,347.2,11.1,15,529.9,2,4.7
2023-05-31,CUST_153,prod_04,9811.84,82,5642,445.7,7.3,9,602.5,3,10.8
2023-05-31,CUST_196,prod_01,8382.47,58,2573,83.4,5.3,3,416.3,9,18.2
2023-05-31,CUST_053,prod_07,9717.31,80,10533,278.0,7.9,6,835.6,5,10.8
2023-05-31,CUST_153,prod_03,7615.34,59,5210,495.6,8.9,10,292.1,2,16.8
2023-05-31,CUST_098,prod_06,8601.95,42,11033,499.6,1.5,5,562.1,8,6.0
2023-05-31,CUST_078,prod_04,11279.64,108,4623,331.6,1.3,16,587.0,5,11.4
2023-05-31,CUST_136,prod_07,11308.87,111,2969,83.4,9.4,7,578.8,8,7.0
2023-05-31,CUST_063,prod_06,8599.0,96,5806,364.5,2.2,6,234.9,8,21.4
2023-05-31,CUST_110,prod_06,6933.52,19,2916,541.1,7.3,17,353.0,8,13.6
2023-05-31,CUST_024,prod_07,7785.35,47,9624,435.8,5.9,13,276.7,7,2.6
2023-05-31,CUST_173,prod_07,11989.67,101,8084,220.2,6.9,17,521.8,7,18.4
2023-05-31,CUST_138,prod_02,7747.53,54,2860,152.6,1.2,8,726.7,3,15.3
2023-05-31,CUST_166,prod_08,13108.55,72,11074,563.9,7.5,9,1094.1,8,13.7
2023-05-31,CUST_034,prod_06,6787.49,27,6652,514.9,8.7,13,345.5,3,16.1
2023-05-31,CUST_106,prod_03,11862.28,103,7030,543.4,7.8,15,604.8,8,18.9
2023-05-31,CUST_196,prod_02,11621.98,87,6813,464.7,7.3,5,842.9,8,12.2
2023-05-31,CUST_146,prod_01,8641.17,98,2350,493.0,2.5,3,200.7,7,18.2
2023-05-31,CUST_045,prod_04,7987.26,25,9723,539.5,9.7,13,744.8,6,3.8
2023-05-31,CUST_009,prod_08,10735.75,57,2725,84.6,3.0,16,680.4,9,14.4
2023-05-31,CUST_049,prod_02,10070.32,63,1595,537.1,9.1,6,1006.9,3,14.9
2023-05-31,CUST_147,prod_10,10401.68,97,4107,229.5,5.8,16,231.7,8,12.6
2023-05-31,CUST_068,prod_07,10507.12,66,5654,280.2,3.1,7,919.2,3,14.2
2023-05-31,CUST_109,prod_07,6940.94,45,4498,304.3,3.4,7,556.8,5,2.6
2023-05-31,CUST_133,prod_04,12082.88,93,4113,407.4,2.0,11,1020.6,2,6.6
2023-05-31,CUST_061,prod_01,10828.95,15,3915,541.9,4.7,16,1042.8,6,22.3
2023-05-31,CUST_061,prod_09,8184.48,92,1661,178.6,9.5,8,360.3,3,11.5
2023-05-31,CUST_121,prod_10,10668.0,76,9748,413.5,7.5,10,635.4,3,14.9
2023-05-31,CUST_065,prod_10,12121.24,63,4375,294.3,4.1,17,1139.2,9,7.3
2023-05-31,CUST_116,prod_06,9176.42,31,9416,124.1,8.4,9,1140.7,3,18.4
2023-05-31,CUST_189,prod_02,11378.09,104,4140,223.6,4.8,17,550.4,8,2.7
2023-05-31,CUST_044,prod_10,11834.35,84,10430,467.8,4.0,15,922.0,6,13.3
2023-05-31,CUST_184,prod_01,7702.57,25,5799,463.9,11.0,15,589.1,8,8.9
2023-05-31,CUST_153,prod_08,11855.56,59,4615,355.5,2.4,17,805.9,8,12.3
2023-05-31,CUST_104,prod_04,9947.79,71,5489,507.1,2.5,5,597.9,8,9.9
2023-05-31,CUST_034,prod_09,10059.73,100,3768,170.4,5.3,15,438.8,3,15.5
2023-05-31,CUST_161,prod_06,2142.45,17,829,106.7,0.9,3,146.7,1,0.7
2023-05-31,CUST_017,prod_10,10487.45,63,1703,256.8,6.4,17,766.0,2,15.2
2023-05-31,CUST_193,prod_04,8851.55,48,5126,525.0,10.6,16,494.7,6,22.1
2023-05-31,CUST_149,prod_05,10186.73,92,4512,479.2,10.3,11,230.6,7,10.0
2023-05-31,CUST_121,prod_05,11420.6,87,9773,159.7,8.0,13,1094.2,3,12.2
2023-05-31,CUST_169,prod_09,6618.21,48,9030,409.2,6.7,5,473.3,3,18.9
2023-05-31,CUST_010,prod_03,6589.41,13,2833,131.8,8.4,17,382.7,6,22.3
2023-05-31,CUST_200,prod_01,9958.03,53,6938,128.5,4.3,10,927.3,9,22.6
2023-05-31,CUST_137,prod_09,8293.6,30,7848,472.4,11.0,3,939.0,7,3.6
2023-05-31,CUST_063,prod_02,13192.03,86,5893,346.0,7.4,10,1040.9,2,20.7
2023-05-31,CUST_172,prod_05,10698.79,95,8228,547.7,9.2,3,566.3,9,3.6
2023-05-31,CUST_110,prod_02,4475.21,22,6389,80.2,5.7,5,393.6,2,8.6
2023-05-31,CUST_066,prod_06,7694.8,41,2202,243.9,9.2,9,583.4,7,19.7
2023-05-31,CUST_118,prod_09,6354.45,21,2417,354.7,7.8,7,608.6,2,14.9
2023-05-31,CUST_160,prod_06,11077.28,26,10548,253.2,2.6,11,1096.6,9,19.7
2023-05-31,CUST_132,prod_08,9169.21,85,5058,120.6,9.6,9,504.6,2,12.1
2023-05-31,CUST_111,prod_05,11246.42,73,8816,482.0,10.6,11,1129.6,2,16.0
2023-05-31,CUST_117,prod_09,9935.81,54,7228,524.8,5.2,8,800.8,3,8.0
2023-05-31,CUST_072,prod_06,2156.83,15,937,44.9,0.2,3,162.5,1,2.3
2023-05-31,CUST_032,prod_05,9865.07,72,6433,508.9,10.5,11,609.2,6,22.3
2023-05-31,CUST_017,prod_05,9755.36,85,7613,78.5,10.8,3,750.9,2,2.4
2023-05-31,CUST_067,prod_09,5915.01,35,5727,119.0,8.0,7,234.4,8,3.7
2023-05-31,CUST_006,prod_09,9038.0,39,7509,209.4,8.7,7,877.7,5,5.4
2023-05-31,CUST_070,prod_04,2861.74,23,1976,122.4,0.5,1,166.6,1,6.7
2023-05-31,CUST_111,prod_07,12058.32,108,5393,60.3,3.1,7,1012.4,2,10.5
2023-05-31,CUST_080,prod_08,7278.28,15,8392,277.1,8.1,5,817.2,2,14.1
2023-05-31,CUST_157,prod_01,6608.17,25,9503,123.7,1.8,7,793.5,2,7.2
2023-05-31,CUST_024,prod_08,8553.96,34,4606,229.8,1.7,6,759.4,8,12.8
2023-05-31,CUST_071,prod_05,11831.75,62,5887,538.0,5.9,14,614.6,9,15.6
2023-05-31,CUST_085,prod_06,10660.75,46,11224,259.1,8.8,16,1007.1,6,10.3
2023-05-31,CUST_149,prod_04,4711.14,19,1702,253.1,9.0,11,147.5,8,3.7
2023-05-31,CUST_096,prod_05,8994.76,25,9000,309.6,2.3,10,748.8,9,11.2
2023-05-31,CUST_103,prod_07,13571.33,97,8550,203.1,10.6,9,890.5,8,17.1
2023-05-31,CUST_021,prod_06,10207.54,101,2202,546.4,5.8,13,120.2,7,15.6
2023-05-31,CUST_084,prod_10,9571.7,108,9843,249.2,8.2,3,393.1,3,18.8
2023-05-31,CUST_075,prod_10,9710.81,54,9562,149.8,1.5,6,701.6,8,14.7
2023-05-31,CUST_188,prod_07,7792.6,50,4163,542.4,4.3,16,154.9,8,17.0
2023-05-31,CUST_155,prod_02,10575.99,110,10383,487.8,8.6,17,568.1,2,3.0
2023-05-31,CUST_006,prod_02,7828.81,94,5500,135.9,9.5,7,203.8,5,9.5
2023-05-31,CUST_154,prod_07,7319.83,26,7637,127.4,5.0,9,669.1,7,3.9
2023-05-31,CUST_039,prod_08,5937.77,47,6917,161.2,7.0,10,169.6,5,3.1
2023-05-31,CUST_186,prod_05,2128.4,17,1305,65.4,1.1,2,115.5,1,3.5
2023-05-31,CUST_097,prod_04,7870.88,103,3723,269.0,8.0,3,258.6,6,13.2
2023-05-31,CUST_025,prod_08,7917.79,56,5722,414.8,7.0,8,227.4,8,6.8
2023-05-31,CUST_045,prod_10,11200.14,98,10327,357.5,5.5,9,828.8,5,19.8
2023-05-31,CUST_004,prod_10,6614.95,21,9929,470.4,1.9,6,553.7,3,18.0
2023-05-31,CUST_007,prod_10,8415.78,58,3645,239.0,7.1,8,614.3,6,12.8
2023-05-31,CUST_107,prod_09,6354.59,77,7538,172.6,8.5,3,127.3,8,11.1
2023-05-31,CUST_081,prod_08,8744.35,90,2430,68.5,5.1,16,231.1,2,15.5
2023-05-31,CUST_075,prod_05,1007.47,4,728,36.1,0.5,2,51.2,1,2.6
2023-05-31,CUST_170,prod_10,8989.76,62,2302,76.2,11.4,9,978.7,2,15.7
2023-05-31,CUST_138,prod_01,7730.56,41,9388,125.5,6.5,9,739.7,6,14.4
2023-05-31,CUST_081,prod_09,4958.29,17,10717,290.6,9.1,5,349.9,5,21.0
2023-05-31,CUST_005,prod_09,11424.92,65,3256,422.6,7.2,10,762.4,7,10.4
2023-05-31,CUST_197,prod_01,2230.24,14,1659,53.4,1.2,3,154.2,2,3.4
2023-05-31,CUST_035,prod_06,7557.9,48,11129,68.5,4.3,5,371.6,7,22.1
2023-05-31,CUST_082,prod_06,10464.32,80,7349,155.3,3.3,6,623.7,9,16.9
2023-05-31,CUST_012,prod_10,11008.72,97,7995,487.1,7.6,11,159.9,9,18.2
2023-05-31,CUST_036,prod_09,6320.46,40,8652,435.8,8.0,9,182.3,6,3.5
2023-05-31,CUST_107,prod_02,11703.6,82,4757,277.4,10.0,15,789.5,3,2.6
2023-05-31,CUST_193,prod_10,10803.97,73,2465,507.4,9.4,13,635.3,3,18.7
2023-05-31,CUST_047,prod_09,8174.88,55,5388,76.4,7.1,9,750.0,2,7.7
2023-05-31,CUST_076,prod_03,8569.8,76,10519,139.8,7.2,17,241.3,6,13.7
2023-05-31,CUST_065,prod_08,7906.73,16,6647,480.4,10.1,15,987.3,2,3.6
2023-05-31,CUST_196,prod_10,9064.67,32,1968,399.7,9.9,15,780.1,2,18.3
2023-05-31,CUST_171,prod_06,10975.88,77,2245,225.8,7.0,16,666.0,5,9.3
2023-05-31,CUST_136,prod_08,10199.39,48,8670,223.9,6.5,14,960.4,2,3.2
2023-05-31,CUST_036,prod_02,11755.49,98,4970,365.3,3.3,3,1062.2,2,19.9
2023-05-31,CUST_070,prod_10,8690.56,66,3924,62.5,4.9,14,581.0,6,6.9
2023-05-31,CUST_192,prod_01,10837.34,101,5353,225.9,4.1,10,817.6,2,13.5
2023-05-31,CUST_004,prod_03,6039.92,14,5687,123.2,3.5,10,388.1,8,18.6
2023-05-31,CUST_151,prod_01,6942.53,15,5562,178.4,3.8,17,469.3,7,6.5
2023-05-31,CUST_156,prod_02,9582.06,37,6600,383.6,2.4,16,822.1,3,18.5
2023-05-31,CUST_101,prod_06,9108.41,46,3524,466.3,9.5,15,691.0,9,6.2
2023-05-31,CUST_176,prod_06,7188.44,87,2366,159.6,3.2,10,157.9,2,8.8
2023-05-31,CUST_143,prod_07,10880.38,96,9822,539.8,9.3,8,734.5,8,4.3
2023-05-31,CUST_088,prod_04,9152.72,111,2512,392.3,3.7,5,210.0,5,16.2
2023-05-31,CUST_108,prod_04,12534.31,109,4126,450.5,7.1,17,560.5,3,5.0
2023-05-31,CUST_088,prod_03,11331.9,35,3963,442.4,4.7,7,1056.4,9,7.1
2023-05-31,CUST_014,prod_09,11036.48,80,3458,416.6,4.1,11,870.3,7,2.6
2023-05-31,CUST_183,prod_02,11342.59,50,8143,248.1,2.3,15,997.3,3,17.2
2023-05-31,CUST_109,prod_03,8516.2,51,5265,474.0,11.2,3,370.9,8,20.2
2023-05-31,CUST_012,prod_03,1697.42,5,1177,80.5,1.9,1,211.2,0,2.7
2023-05-31,CUST_144,prod_06,11938.91,88,10501,475.7,4.2,17,483.6,9,7.3
2023-05-31,CUST_169,prod_01,7727.42,32,4261,317.0,8.0,16,306.5,7,15.9
2023-05-31,CUST_197,prod_04,11568.58,80,11312,446.1,8.1,15,481.1,7,21.1
2023-05-31,CUST_103,prod_10,9392.81,77,9899,126.0,10.9,15,464.8,5,6.9
2023-05-31,CUST_042,prod_02,10154.63,54,3734,510.6,8.4,8,683.3,9,21.2
2023-05-31,CUST_158,prod_02,9470.83,94,4474,324.7,1.7,9,263.1,9,21.7
2023-05-31,CUST_105,prod_03,6146.58,51,10413,292.9,3.5,6,158.3,8,11.7
2023-05-31,CUST_184,prod_10,9256.35,86,11378,72.4,5.5,7,536.8,5,4.8
2023-05-31,CUST_114,prod_08,10452.61,77,9464,181.2,7.1,9,998.8,7,5.1
2023-05-31,CUST_120,prod_08,8754.99,45,5403,90.2,3.5,7,897.7,2,10.5
2023-05-31,CUST_095,prod_03,8365.81,64,5553,182.0,1.9,8,803.2,2,4.9
2023-05-31,CUST_154,prod_10,7899.92,35,4514,570.6,9.9,9,456.7,5,12.2
2023-05-31,CUST_117,prod_01,6787.24,48,9749,214.1,9.2,14,283.9,3,16.0
2023-05-31,CUST_041,prod_01,8829.8,25,1983,265.5,6.8,16,765.2,5,21.3
2023-05-31,CUST_198,prod_09,6896.14,48,3572,239.9,1.9,7,522.3,3,20.3
2023-05-31,CUST_058,prod_02,10296.5,113,10090,346.9,6.1,7,382.6,7,22.2
2023-05-31,CUST_184,prod_05,10421.73,73,2103,474.2,4.3,6,744.1,8,22.6
2023-05-31,CUST_159,prod_08,11488.64,95,8590,75.3,3.7,17,645.2,7,6.8
2023-05-31,CUST_034,prod_05,10182.55,102,7275,224.3,6.3,5,376.8,7,8.8
2023-05-31,CUST_187,prod_10,13468.61,106,11440,233.9,2.5,3,1101.9,7,8.1
2023-05-31,CUST_080,prod_02,10316.68,58,1806,165.1,6.3,11,927.8,2,8.0
2023-05-31,CUST_090,prod_04,9758.59,39,8363,201.8,6.6,5,951.4,8,4.1
2023-05-31,CUST_025,prod_09,9849.98,54,4844,377.2,3.0,6,1082.6,2,15.0
2023-05-31,CUST_011,prod_10,10256.59,94,2321,449.2,3.4,11,429.1,2,20.2
2023-05-31,CUST_120,prod_10,8610.09,55,9761,496.7,2.5,17,317.5,5,18.9
2023-05-31,CUST_066,prod_01,1820.16,16,318,45.8,1.4,3,103.9,0,3.5
2023-05-31,CUST_180,prod_07,10546.02,112,5936,120.1,3.7,17,274.6,7,11.5
2023-05-31,CUST_199,prod_06,3174.69,15,2440,131.6,1.7,5,267.2,2,6.0
2023-05-31,CUST_185,prod_05,13718.74,82,2170,397.1,9.1,14,1015.3,6,11.5
2023-05-31,CUST_104,prod_08,7816.93,58,8177,302.9,1.3,17,169.7,8,4.2
2023-05-31,CUST_059,prod_02,8510.95,32,8228,345.2,3.5,8,867.9,5,4.9
2023-06-30,CUST_022,prod_03,7861.02,60,4265,375.1,9.1,7,334.5,4,10.3
2023-06-30,CUST_072,prod_10,11198.72,60,7157,378.2,7.7,12,1028.3,8,15.3
2023-06-30,CUST_067,prod_04,12047.23,96,5728,521.8,7.2,10,996.9,3,11.6
2023-06-30,CUST_092,prod_03,7164.23,22,2707,69.8,9.1,6,557.7,8,11.3
2023-06-30,CUST_126,prod_09,4083.11,10,3111,387.8,2.6,12,296.1,2,2.8
2023-06-30,CUST_137,prod_08,9384.63,58,8889,179.9,5.1,6,1032.2,2,7.2
2023-06-30,CUST_185,prod_08,10414.7,47,4338,501.0,7.8,15,833.8,3,3.3
2023-06-30,CUST_004,prod_09,5712.68,35,5925,327.6,3.7,7,164.9,6,12.0
2023-06-30,CUST_143,prod_06,9095.49,43,7188,178.5,9.6,13,858.5,3,3.4
2023-06-30,CUST_150,prod_09,9482.1,81,1383,302.0,2.9,14,430.0,7,11.1
2023-06-30,CUST_075,prod_02,9407.59,67,3162,392.6,6.3,12,674.0,2,12.0
2023-06-30,CUST_014,prod_05,8667.84,94,9423,393.9,7.3,4,250.5,3,7.9
2023-06-30,CUST_110,prod_07,7388.26,85,8083,384.4,7.0,3,192.2,6,3.6
2023-06-30,CUST_195,prod_01,8636.34,30,2621,152.0,6.3,7,847.4,7,17.9
2023-06-30,CUST_094,prod_05,12079.18,103,1094,263.6,5.2,10,1049.5,2,20.1
2023-06-30,CUST_197,prod_08,12378.15,64,6449,281.3,2.6,16,851.5,6,13.3
2023-06-30,CUST_070,prod_09,7706.26,99,6783,268.5,9.6,9,224.7,4,3.6
2023-06-30,CUST_066,prod_10,4459.64,14,7464,103.0,3.4,3,397.3,4,17.9
2023-06-30,CUST_044,prod_01,6969.4,46,1377,220.8,8.3,8,472.7,4,10.6
2023-06-30,CUST_099,prod_06,13598.74,86,6425,200.0,9.8,13,885.5,8,15.1
2023-06-30,CUST_062,prod_08,5483.5,13,8804,177.3,1.6,9,466.9,6,5.4
2023-06-30,CUST_011,prod_06,6659.41,40,2621,461.1,9.5,3,596.3,2,16.6
2023-06-30,CUST_154,prod_01,9156.78,97,6481,447.3,4.8,9,190.1,8,7.6
2023-06-30,CUST_096,prod_01,11947.13,96,1703,332.8,1.1,7,616.0,7,6.1
2023-06-30,CUST_025,prod_04,9889.76,78,9089,62.3,8.8,9,753.8,6,6.6
2023-06-30,CUST_175,prod_09,8455.39,22,8558,128.9,2.7,4,1003.7,4,19.5
2023-06-30,CUST_057,prod_10,8800.79,28,9907,88.8,5.8,15,754.8,8,12.3
2023-06-30,CUST_041,prod_08,7731.47,36,4187,486.8,6.1,5,654.1,5,16.4
2023-06-30,CUST_007,prod_01,10469.5,89,2838,502.6,1.2,14,665.2,3,18.2
2023-06-30,CUST_183,prod_05,7367.11,49,2579,386.5,10.4,7,583.4,5,7.6
2023-06-30,CUST_044,prod_04,11612.98,62,8742,437.3,3.4,14,933.0,7,9.1
2023-06-30,CUST_083,prod_03,6907.13,19,5469,158.9,1.7,16,585.6,5,14.7
2023-06-30,CUST_157,prod_02,11277.85,77,5065,232.4,5.9,6,1032.3,8,17.7
2023-06-30,CUST_153,prod_04,1907.7,11,1713,77.1,1.6,3,92.2,1,0.5
2023-06-30,CUST_063,prod_06,8092.38,33,9867,318.1,8.1,7,678.5,4,20.2
2023-06-30,CUST_173,prod_07,10298.12,85,9089,499.4,6.3,10,265.3,8,16.4
2023-06-30,CUST_009,prod_08,6498.69,48,6291,302.8,7.7,10,222.0,6,9.0
2023-06-30,CUST_049,prod_02,9225.53,91,3374,97.5,9.9,4,303.1,8,15.4
2023-06-30,CUST_133,prod_04,5559.0,36,8659,84.9,3.6,4,262.0,6,10.7
2023-06-30,CUST_061,prod_01,9440.65,83,6661,452.4,3.0,7,269.5,7,4.3
2023-06-30,CUST_104,prod_04,12120.52,98,2834,495.0,5.2,10,626.2,5,10.6
2023-06-30,CUST_017,prod_10,7410.92,70,8740,363.5,9.6,6,332.9,5,5.4
2023-06-30,CUST_200,prod_01,9865.96,55,9053,82.0,4.3,14,981.6,2,13.7
2023-06-30,CUST_110,prod_02,9525.5,88,6917,304.4,5.5,10,137.8,8,19.1
2023-06-30,CUST_132,prod_08,4200.1,14,5394,274.5,8.5,15,150.0,2,13.6
2023-06-30,CUST_117,prod_09,10977.03,35,10462,473.2,2.2,12,901.9,7,6.7
2023-06-30,CUST_006,prod_09,7111.06,17,9896,395.4,10.3,4,608.4,6,12.0
2023-06-30,CUST_071,prod_05,9451.24,71,4963,408.0,9.4,6,538.5,7,18.6
2023-06-30,CUST_021,prod_06,5840.54,43,2875,57.8,1.2,10,241.5,2,13.5
2023-06-30,CUST_045,prod_10,11666.61,92,4130,260.4,9.8,13,1046.3,3,13.2
2023-06-30,CUST_170,prod_10,4950.39,22,7944,260.2,5.0,6,466.7,2,14.7
2023-06-30,CUST_005,prod_09,6073.3,45,8266,194.3,9.5,6,497.7,3,13.9
2023-06-30,CUST_036,prod_09,8581.89,84,8910,180.9,5.7,3,617.0,4,19.5
2023-06-30,CUST_193,prod_10,7434.38,35,8985,192.5,7.8,5,612.4,6,4.5
2023-06-30,CUST_192,prod_01,10251.03,27,3183,381.3,1.3,9,965.5,7,4.6
2023-06-30,CUST_004,prod_03,4336.06,35,1315,100.2,5.0,7,105.1,4,18.9
2023-06-30,CUST_156,prod_02,10270.68,90,3034,318.1,7.1,12,471.7,5,18.5
2023-06-30,CUST_101,prod_06,6090.25,60,1905,511.9,8.5,7,206.2,2,11.0
2023-06-30,CUST_143,prod_07,5427.98,36,7420,172.9,5.4,15,118.8,4,3.0
2023-06-30,CUST_088,prod_04,9176.09,43,5443,351.7,1.9,15,914.7,3,20.1
2023-06-30,CUST_142,prod_05,9290.57,98,5703,227.6,1.6,14,255.2,4,3.8
2023-06-30,CUST_103,prod_10,7799.46,20,2191,488.2,6.8,8,914.2,3,15.6
2023-06-30,CUST_184,prod_10,8860.86,17,10481,430.7,8.0,14,749.0,7,9.8
2023-06-30,CUST_117,prod_01,7971.65,28,7467,522.7,5.7,6,822.1,6,8.6
2023-06-30,CUST_090,prod_04,7604.7,55,3125,175.2,6.4,12,276.1,6,11.8
2023-06-30,CUST_011,prod_10,7269.6,75,3805,363.1,8.6,4,161.8,8,9.8
2023-06-30,CUST_120,prod_10,6557.95,86,5861,290.8,5.6,6,145.0,2,2.3
2023-06-30,CUST_109,prod_08,7889.09,48,7122,196.7,3.5,16,450.9,4,10.9
2023-06-30,CUST_059,prod_02,7519.13,84,1516,268.6,1.7,7,164.8,2,15.5
2023-06-30,CUST_118,prod_07,8958.97,80,2077,252.9,3.6,15,378.3,3,12.4
2023-06-30,CUST_071,prod_06,7700.92,35,8398,441.5,6.9,15,317.3,7,18.0
2023-06-30,CUST_117,prod_04,13338.44,81,6066,259.1,6.6,15,956.8,8,6.7
2023-06-30,CUST_023,prod_03,5687.79,22,4864,191.4,5.0,8,457.9,3,5.6
2023-06-30,CUST_016,prod_04,9584.42,62,4348,433.9,4.4,15,455.2,8,10.1
2023-06-30,CUST_103,prod_08,1884.33,6,667,72.0,1.5,3,199.8,1,2.4
2023-06-30,CUST_173,prod_06,8311.7,45,1596,506.9,5.9,9,507.1,2,19.6
2023-06-30,CUST_078,prod_01,5226.61,28,7565,306.3,3.6,9,141.8,5,16.6
2023-06-30,CUST_186,prod_09,8360.7,48,3365,342.7,7.8,7,813.6,4,9.7
2023-06-30,CUST_013,prod_01,4907.54,26,1151,376.1,2.3,15,141.3,3,3.2
2023-06-30,CUST_099,prod_08,6555.82,22,5802,120.3,6.7,14,462.3,5,16.9
2023-06-30,CUST_053,prod_09,7891.58,16,5620,68.5,6.6,14,775.9,6,8.7
2023-06-30,CUST_048,prod_10,14204.4,74,2106,445.5,2.4,15,1015.7,7,15.8
2023-06-30,CUST_058,prod_01,7122.24,50,8231,222.3,3.8,3,294.5,8,9.4
2023-06-30,CUST_024,prod_01,9820.25,55,8215,68.3,4.5,16,788.8,5,4.4
2023-06-30,CUST_190,prod_05,10742.87,64,1489,361.9,8.8,16,663.9,6,7.6
2023-06-30,CUST_137,prod_10,6559.18,59,7455,456.1,5.1,3,233.6,4,8.4
2023-06-30,CUST_094,prod_10,11829.74,79,7073,491.5,6.1,10,970.7,6,10.9
2023-06-30,CUST_046,prod_01,11393.18,84,9663,189.7,1.1,15,777.9,4,16.1
2023-06-30,CUST_037,prod_10,8060.86,32,3909,277.0,9.8,14,839.3,4,9.1
2023-06-30,CUST_143,prod_02,8104.79,49,6650,60.4,6.9,16,683.4,2,18.1
2023-06-30,CUST_105,prod_02,9824.45,48,1975,358.2,1.1,16,826.3,6,8.8
2023-06-30,CUST_054,prod_03,9729.1,77,8267,98.2,8.8,7,855.5,3,8.6
2023-06-30,CUST_102,prod_06,8499.95,40,4836,141.2,6.7,12,500.2,7,15.5
2023-06-30,CUST_176,prod_04,5178.39,42,6191,157.4,5.1,13,114.7,4,12.2
2023-06-30,CUST_082,prod_08,10514.82,68,8832,465.0,4.6,3,871.6,7,13.0
2023-06-30,CUST_038,prod_04,9161.58,74,2919,55.1,4.4,14,546.0,6,11.9
2023-06-30,CUST_151,prod_08,9602.15,58,5109,360.5,2.8,6,979.6,5,10.7
2023-06-30,CUST_186,prod_01,8319.98,65,3764,313.0,8.3,10,487.9,6,15.1
2023-06-30,CUST_187,prod_09,11666.6,89,5288,87.9,9.9,16,858.7,4,17.8
2023-06-30,CUST_107,prod_04,4079.55,14,10368,391.7,5.3,9,185.5,2,14.1
2023-06-30,CUST_152,prod_03,9806.28,97,1378,86.5,7.3,13,509.3,7,10.6
2023-06-30,CUST_127,prod_02,7865.01,15,1250,421.1,9.7,15,627.0,5,7.9
2023-06-30,CUST_099,prod_02,9362.95,96,2348,359.9,7.0,4,307.9,8,9.0
2023-06-30,CUST_083,prod_04,9105.04,91,4428,203.2,1.4,6,607.7,5,3.3
2023-06-30,CUST_135,prod_04,11066.46,97,9855,371.7,5.3,3,945.3,3,2.3
2023-06-30,CUST_128,prod_07,10524.0,96,2582,173.0,7.5,15,686.2,2,11.5
2023-06-30,CUST_133,prod_10,7576.31,33,9065,464.1,8.6,5,714.8,6,8.3
2023-06-30,CUST_050,prod_09,7169.3,51,7350,448.0,5.8,5,348.1,7,5.6
2023-06-30,CUST_041,prod_10,2439.35,17,1784,25.9,0.6,2,193.7,1,2.4
2023-06-30,CUST_198,prod_10,13529.19,93,4882,435.5,2.7,13,947.0,4,12.9
2023-06-30,CUST_196,prod_01,7448.63,49,5379,352.0,2.2,6,501.9,6,15.4
2023-06-30,CUST_106,prod_03,7642.71,79,3032,333.1,1.9,8,207.0,3,6.2
2023-06-30,CUST_196,prod_02,8486.94,79,1672,491.8,2.0,3,310.8,3,13.4
