billing_date,cust_id,product_id,revenue,active_users,total_logins,api_calls,storage_used_gb,support_tickets,response_time_hrs,feature_usage_score,customer_satisfaction,training_sessions,integration_count,data_processed_tb,uptime_percentage,performance_score,target
2023-05-31,CUST_0121,prod_04,1582.07,32.0,119.0,23486.0,129.7,9.0,10.3,0.93,8.1,2.0,13.0,15.5,98.93,0.55,Engaged
2023-06-30,CUST_0121,prod_04,2909.25,73.0,1787.0,24694.0,341.9,18.0,17.8,0.65,6.6,4.0,2.0,0.7,98.35,1.33,Active
2023-07-31,CUST_0121,prod_04,910.96,92.0,1352.0,10716.0,75.2,2.0,6.3,0.99,7.5,0.0,12.0,-1.2,98.33,0.66,Engaged
2023-08-31,CUST_0121,prod_04,1665.73,45.0,2284.0,15113.0,156.8,4.0,9.1,0.55,9.0,7.0,12.0,22.1,196.34,0.85,Active
2023-09-30,CUST_0121,prod_04,1336.9,23.0,854.0,15079.0,171.6,6.0,7.8,0.58,6.6,4.0,9.0,19.2,97.33,0.27,Engaged
2023-10-31,CUST_0121,prod_04,397.26,162.0,198.0,5549.0,102.7,6.0,7.2,0.72,6.2,1.0,13.0,0.4,99.0,0.78,Active
2023-11-30,CUST_0121,prod_04,1623.56,66.0,508.0,39238.0,119.2,0.0,8.9,0.98,7.1,1.0,4.0,10.4,96.53,1.6,Engaged
2023-12-31,CUST_0121,prod_04,1921.92,378.0,589.0,19269.0,315.3,4.0,27.6,1.93,6.8,1.0,4.0,1.6,99.05,0.28,Active
2024-01-31,CUST_0121,prod_04,483.12,75.0,235.0,39831.0,117.5,8.0,5.6,1.84,8.0,1.0,2.0,13.1,100.06,1.59,Active
2024-02-29,CUST_0121,prod_04,748.47,86.0,1615.0,7726.285747905209,104.7,8.0,8.8,0.50236244128091,8.7,1.0,2.5211986362253134,8.0,95.3518160812502,0.76,Engaged
2024-03-31,CUST_0121,prod_04,3950.5,132.0,1423.0,11225.0,78.9,3.0,8.9,0.77,10.7,6.0,8.0,13.6,174.0,1.2,Engaged
2024-04-30,CUST_0121,prod_04,758.32,43.0,119.0,10351.0,180.9,3.0,6.8,0.53,4.5,6.0,3.0,9.3,97.51,0.87,Active
2024-05-31,CUST_0121,prod_04,3189.48,142.0,2221.0,4438.0,121.3,4.8558582059746085,8.9,0.51,11.7,8.0,5.0,2.0,97.62315757651112,0.77,Active
2024-06-30,CUST_0121,prod_04,1736.39,126.0,898.0,10008.0,85.8,6.0,1.0,0.46,8.7,0.0,12.0,8.6,186.94,0.96,Engaged
2024-07-31,CUST_0121,prod_04,1109.56,158.0,110.0,20841.0,315.8,0.0,8.3,0.56,7.5,2.0,4.0,1.3,97.35,1.64,Engaged
2024-08-31,CUST_0121,prod_04,1577.17,266.0,1757.0,13191.0,371.6,0.0,23.7,0.9,8.7,3.0,9.0,12.0,98.34,0.94,Engaged
2024-09-30,CUST_0121,prod_04,1669.35,31.0,2459.0,15708.0,86.5,7.0,11.0,1.78,6.5,1.0,8.0,0.7,98.84,0.79,Engaged
2024-10-31,CUST_0121,prod_04,1348.51,25.0,1867.0,21192.0,52.5,4.0,29.8,0.72,6.5,5.0,10.0,2.9,90.42,0.53,Engaged
2024-11-30,CUST_0121,prod_04,2515.08,89.0,3811.0,7468.0,105.9,0.0,13.8,0.36,7.3,5.0,9.0,19.7,96.88,0.73,Active
2024-12-31,CUST_0121,prod_04,1442.48,118.0,109.0,17718.0,118.0,0.0,30.8,0.54,5.8,1.0,12.0,38.8,99.41,0.17,Active
2025-01-31,CUST_0121,prod_04,899.56,215.0,1436.0,19877.0,244.3,4.0,2.2,1.89,7.2,5.0,6.0,12.3,97.18,1.96,Engaged
2023-01-31,CUST_0121,prod_05,501.06,179.0,1114.0,3733.0,24.7,-1.0,14.7,0.51,10.2,14.0,13.0,15.0,98.89,0.8,Active
2023-02-28,CUST_0121,prod_05,685.0888917017493,146.0,128.0,9738.0,22.0,4.0,14.39931427970545,0.5478515307206591,10.0,4.0,16.22302274073169,11.5,99.08,0.93,Active
2023-03-31,CUST_0121,prod_05,266.39,244.0,982.0,39107.0,152.2,11.0,-0.4,0.17,3.9,8.0,11.0,4.8,97.57,0.65,Active
2023-04-30,CUST_0121,prod_05,1145.42,179.0,1875.0,11494.0,109.2,9.0,33.1919034290537,0.54,5.8855355543210575,-0.1227084787678112,10.0,19.6,97.47054637016691,0.690796880406041,Engaged
2023-05-31,CUST_0121,prod_05,1963.28,57.0,1343.0,20393.0,15.6,2.0,4.6,0.56,6.3,6.0,13.0,14.6,99.44,1.43,Engaged
2023-06-30,CUST_0121,prod_05,1353.55,225.0,782.0,11657.0,184.7,9.0,6.9,1.17,12.6,1.0,14.0,33.0,32.51,0.77,Engaged
2023-07-31,CUST_0121,prod_05,1767.16,38.0,1056.0,13947.0,277.0,4.0,11.9,0.21,6.6,16.0,20.0,14.8,164.24,0.93,Engaged
2023-08-31,CUST_0121,prod_05,1824.37,142.0,2222.0,11217.0,52.2,8.0,8.6,0.54,6.0,6.0,3.0,38.4,125.13,0.79,Engaged
2023-09-30,CUST_0121,prod_05,984.69,102.0,1363.0,9645.0,148.7,18.0,13.7,0.88,6.3,1.0,5.0,14.5,96.9,1.46,Engaged
2023-10-31,CUST_0121,prod_05,104.9157223700348,47.86645446571278,1743.0,7314.0,3.2551671293453417,11.401325386851465,16.887444594766496,0.51,13.0,1.0,10.0,10.4,97.44,0.87,Active
2023-11-30,CUST_0121,prod_05,385.85,100.0,3060.0,9968.0,61.8,19.0,0.4,0.62,1.9,3.0,14.0,7.0,97.98,0.76,Engaged
2023-12-31,CUST_0121,prod_05,1902.64,79.0,1586.0,23039.0,231.9,0.0,6.0,0.79,5.7,5.0,4.0,12.8,97.83,0.67,Active
2024-01-31,CUST_0121,prod_05,1858.19,156.0,1309.0,16357.0,182.5,-1.0,3.6,0.6,2.0,4.0,13.0,12.1,98.76,0.89,Engaged
2024-02-29,CUST_0121,prod_05,2137.73,98.0,1250.0,8109.0,75.0,9.0,17.6,0.67,16.6,8.0,25.0,-0.7,97.64,0.91,Engaged
2024-03-31,CUST_0121,prod_05,1692.28,51.0,1507.0,28646.0,80.7,10.0,6.5,0.42,5.0,1.0,9.0,7.0,99.9,0.86,Active
2024-04-30,CUST_0121,prod_05,1160.87,51.0,665.0,20274.0,374.3,0.0,0.3,0.53,9.6,1.0,6.0,17.6,96.99,0.46,Active
2024-05-31,CUST_0121,prod_05,1720.68,141.0,1123.0,2059.0,357.4,10.0,13.4,1.44,13.2,3.0,5.0,0.6,97.67,0.95,Active
2024-06-30,CUST_0121,prod_05,2537.21,78.0,180.0,5261.0,158.5,5.0,14.6,0.27,6.7,7.0,16.0,5.8,97.68,1.01,Active
2024-07-31,CUST_0121,prod_05,1318.1097764024923,42.813952263991816,49.202298089064286,12242.0,40.5,1.0,0.3,0.14,2.6,1.0,8.0,16.1,95.8514481516904,0.84,Active
2024-08-31,CUST_0121,prod_05,311.71,36.71007623384405,2221.0,12156.0,65.6,7.0,14.3,0.66,1.0443302129261782,3.0,5.0,14.6,99.23,0.376186493115586,Engaged
2024-09-30,CUST_0121,prod_05,896.38,193.0,817.0,4977.0,26.3,0.0,10.6,1.64,6.2,3.0,23.0,30.2,98.79,0.7,Engaged
2024-10-31,CUST_0121,prod_05,1475.9,339.0,1427.0,19532.0,93.7,10.0,13.2,0.94,17.0,16.0,28.0,16.8,97.91,1.98,Active
2024-11-30,CUST_0121,prod_05,532.45,109.0,1618.0,15015.0,27.6,8.0,10.3,0.64,2.8,0.0,15.0,3.3,99.28,0.94,Active
2024-12-31,CUST_0121,prod_05,1191.4053377881885,41.022100028484495,3622.0,6827.339221554411,68.6416082276833,3.0,7.9,0.73,8.4,6.0,13.0,12.2,98.01,1.712477321203303,Engaged
2025-01-31,CUST_0121,prod_05,1759.15,23.0,1596.0,4136.0,21.9,0.0,12.7,0.69,6.1,1.0,5.0,1.8,190.76,0.88,Engaged
2023-01-31,CUST_0121,prod_06,1865.53,184.0,902.0,19233.0,92.6,2.0,7.3,0.31,5.8,7.0,9.0,11.6,194.36,0.87,Engaged
2023-02-28,CUST_0121,prod_06,1850.52,181.0,127.0,17498.0,66.7,10.0,15.8,0.72,8.7,12.0,1.0,11.2,107.72,1.49,Engaged
2023-03-31,CUST_0121,prod_06,785.42,91.0,3635.0,19785.0,60.6,17.0,0.8,0.78,9.3,7.0,4.0,20.1,97.33,0.59,Active
2023-04-30,CUST_0121,prod_06,728.88,135.0,220.0,4779.0,103.5,0.0,-0.5,0.13,9.2,7.0,13.0,6.6,99.69,0.78,Engaged
2023-05-31,CUST_0121,prod_06,877.6659965079477,195.0,249.0,2718.0,79.5,6.0,5.4,0.840650573680394,4.6,4.0,6.0,0.9342753450534717,98.9,0.5,Active
2023-06-30,CUST_0121,prod_06,3037.15,81.0,757.0,18917.0,322.5,4.0,22.4,0.8,11.7,13.0,11.0,22.2,116.63,0.9,Active
2023-07-31,CUST_0121,prod_06,3937.66,134.0,1192.0,10088.0,215.5,3.0,5.7,0.39,7.6,7.0,5.0,6.1,98.25,0.62,Active
2023-08-31,CUST_0121,prod_06,1655.48,114.0,1319.0,9450.0,134.3,0.0,4.4,0.34,8.8,13.0,2.0,5.2,160.48,1.4,Active
2023-09-30,CUST_0121,prod_06,1930.27,271.0,1834.0,5785.0,230.5,5.0,0.8,0.19,10.0,6.0,12.0,10.2,97.57,1.45,Engaged
2023-10-31,CUST_0121,prod_06,3947.48,73.0,334.0,20496.0,108.2,0.0,6.3,0.89,7.4,6.0,3.0,16.7,96.76,0.81,Engaged
2023-11-30,CUST_0121,prod_06,483.22,184.0,376.0,1251.0,50.9,1.0,12.6,0.06,7.3,-1.0,6.0,18.8,97.86,0.72,Churned
2023-01-31,CUST_0121,prod_08,3002.63,12.0,1765.0,33962.0,186.5,4.0,3.6,0.95,9.1,16.0,24.0,13.1,145.54,0.63,Active
2023-02-28,CUST_0121,prod_08,3168.53,23.0,1145.0,5599.0,124.4,5.0,11.7,0.67,7.9,1.0,17.0,16.0,98.2,0.79,Engaged
2023-03-31,CUST_0121,prod_08,3226.31,104.0,1553.0,16963.0,207.8,19.0,0.6,0.84,7.2,5.0,12.0,1.7,162.35,1.62,Active
2023-04-30,CUST_0121,prod_08,1270.74,334.0,654.0,7491.0,24.1,2.0,18.7,0.29,1.6,15.0,1.0,3.3,97.04,0.67,Active
2023-05-31,CUST_0121,prod_08,637.49,196.0,613.0,1691.0,352.8,0.0,30.8,0.89,5.8,9.0,9.0,8.1,68.53,0.51,Engaged
2023-06-30,CUST_0121,prod_08,1506.25,199.0,615.0,13091.0,22.8,6.0,28.9,0.33,8.4,8.0,12.0,33.4,118.22,0.85,Engaged
2023-07-31,CUST_0121,prod_08,1325.45,349.0,1303.0,10914.0,151.2,7.0,17.2,0.68,7.7,4.0,8.0,17.2,161.2,0.68,Engaged
2023-08-31,CUST_0121,prod_08,580.57,134.0,906.0,10701.0,128.1,0.0,0.6,1.07,4.9,1.0,2.0,25.7,98.86,0.82,Active
2023-09-30,CUST_0121,prod_08,534.4,137.0,284.0,20379.0,125.8,11.0,7.5,0.95,6.7,4.0,11.0,12.2,98.71,0.81,Active
2023-10-31,CUST_0121,prod_08,697.6324021436244,65.0,3512.0,17380.0,89.46293938813643,0.0,11.9,0.5,4.6,5.0,3.0,19.0,98.9148197297098,1.3398459293981873,Engaged
2023-11-30,CUST_0121,prod_08,1806.79,25.0,1698.0,19385.0,206.6,0.0,16.9,0.92,7.6,10.0,28.0,13.6,99.14,0.37,Active
2023-12-31,CUST_0121,prod_08,861.6,16.0,1705.0,13452.0,20.7,20.0,10.0,0.65,7.0,10.0,25.0,1.7,81.86,0.72,Engaged
2024-01-31,CUST_0121,prod_08,528.11,50.0,1580.0,4975.0,198.5,8.0,22.4,0.68,7.3,5.0,23.0,5.1,135.42,1.06,Active
2024-02-29,CUST_0121,prod_08,1164.72,345.0,477.0,23580.0,291.5,6.0,10.4,0.42,8.9,9.0,13.0,15.9,98.35,1.0,Engaged
2024-03-31,CUST_0121,prod_08,2374.99,65.85960873711291,1557.0,2217.493537232993,19.48984165383561,7.0,0.8,0.71,7.5,7.0,9.343852306231774,0.9,98.62,0.61,Active
2024-04-30,CUST_0121,prod_08,1240.84,100.0,728.0,8188.0,24.4,1.0,3.1,1.07,4.5,15.0,5.0,12.8,98.72,1.74,Engaged
2024-05-31,CUST_0121,prod_08,396.20057364687386,5.674887461843166,250.0,9111.0,88.8,2.0,15.6,0.69,6.3,4.0,2.0,6.1772184120370905,98.51,0.7278923255423019,Active
2024-06-30,CUST_0121,prod_08,424.78,389.0,1149.0,12796.0,80.12852633703318,3.0,16.3,0.33,2.1,0.8504537111843533,0.4568037084685634,16.2,96.31038104804314,0.72,Engaged
2024-07-31,CUST_0121,prod_08,1465.56,247.0,485.0,1086.0,107.6,4.0,13.8,0.69,12.0,1.0,13.0,12.7,99.14,0.78,Active
2024-08-31,CUST_0121,prod_08,304.41,64.0,230.0,16695.0,88.1,2.0,11.1,0.22,7.6,1.0,3.0,10.0,98.18,0.96,Active
2024-09-30,CUST_0121,prod_08,2711.74,76.0,1744.0,13805.0,98.4,7.0,18.7,1.75,5.9,3.0,8.0,14.2,176.17,0.43,Engaged
2024-10-31,CUST_0121,prod_08,1291.46,44.0,970.0,31328.0,84.2,9.0,31.4,0.52,6.3,15.0,4.0,15.4,50.96,0.58,Active
2024-11-30,CUST_0121,prod_08,1872.08,126.0,2090.0,7421.0,39.2,0.0,5.1,0.43,4.7,5.0,6.0,11.4,99.79,0.71,Active
2024-12-31,CUST_0121,prod_08,1513.41,246.0,129.0,18027.0,276.0,1.0,3.0,0.46,6.2,4.0,13.0,20.8,98.5,0.61,Active
2025-01-31,CUST_0121,prod_08,445.89,18.502060073280077,1977.0,1086.0,91.7,8.633372709544307,24.0,1.59,6.7,4.0,11.0,14.2,99.46,0.59,Engaged
2023-01-31,CUST_0122,prod_03,1701.35,90.0,415.0,7538.456241483881,130.5,5.0,31.1,0.63,3.467618761080204,6.0,6.287067740392992,9.3,29.87940792112375,0.34,Active
2023-02-28,CUST_0122,prod_03,921.38,29.0,1064.0,17888.0,165.5,3.0,1.4,0.39,4.3,1.0,13.0,5.4,98.9,1.71,Active
2023-03-31,CUST_0122,prod_03,211.77,83.0,241.0,9675.0,269.7,16.0,17.5,1.13,7.8,9.0,9.0,14.0,98.76,0.82,Engaged
2023-04-30,CUST_0122,prod_03,788.99,161.0,2871.0,13787.0,143.8,6.0,8.9,0.9,9.0,11.0,6.0,13.5,99.74,0.86,Engaged
2023-05-31,CUST_0122,prod_03,1817.27,177.0,1738.0,28704.0,135.8,2.0,11.1,0.67,6.2,4.0,2.0,9.0,97.55,0.88,Active
2023-06-30,CUST_0122,prod_03,593.59,45.0,203.0,6082.0,184.2,15.0,13.6,0.37,6.2,6.0,7.0,1.5,97.34,0.3,Engaged
2023-07-31,CUST_0122,prod_03,1120.49,83.0,128.0,1930.0,208.4,0.0,2.9,0.8,4.4,7.0,14.0,2.0,49.56,0.37,Engaged
2023-08-31,CUST_0122,prod_03,416.67,161.0,2479.0,17846.0,66.1,0.0,0.6,0.52,6.4,7.0,10.0,18.7,98.29,0.49,Active
2023-09-30,CUST_0122,prod_03,1603.04,146.0,289.0,240.03000310340752,100.3,6.127614871126807,16.5,0.83,4.9,1.0,17.0,8.392421861873938,73.43,0.92,Active
2023-10-31,CUST_0122,prod_03,1416.06,190.0,431.0,15587.0,137.1,7.0,7.6,0.75,7.6,3.0,16.0,6.2,98.02,0.77,Active
2023-11-30,CUST_0122,prod_03,275.84,5.0,289.0,13184.0,56.8,19.0,34.4,0.2,2.0,8.0,10.0,8.2,95.91,0.4,Discontinued
2023-01-31,CUST_0122,prod_04,281.58,15.0,2139.0,4405.0,154.7,8.0,13.0,0.88,9.1,4.0,12.0,4.5,91.19,1.55,Engaged
2023-02-28,CUST_0122,prod_04,2559.33,169.32682648464106,1362.0,38749.0,322.3,0.0,4.8,0.7,7.5,7.0,12.0,39.3,99.21,0.7528132893130576,Engaged
2023-03-31,CUST_0122,prod_04,1499.88,149.0,1774.0,8861.0,368.2,16.0,15.5,0.5,5.7,7.0,16.0,4.3,99.37,1.13,Active
2023-04-30,CUST_0122,prod_04,2803.23,329.0,499.0,28901.0,211.2,16.0,11.8,0.69,9.7,3.0,10.0,9.6,43.23,0.99,Active
2023-05-31,CUST_0122,prod_04,764.28,24.76253397257344,2209.0,3635.581424667536,124.3,12.0,12.9,0.7,5.001100011070445,6.0,11.0,5.7,96.61,0.7572280247573219,Active
2023-06-30,CUST_0122,prod_04,1139.56,98.0,1751.0,17740.0,154.6,0.0,16.1,0.39,6.3,2.0,4.0,8.0,99.15,0.47,Engaged
2023-07-31,CUST_0122,prod_04,1895.8,331.0,160.0,12792.0,84.6,5.0,12.4,1.7,19.1,9.0,1.0,6.3,97.41,0.5,Active
2023-08-31,CUST_0122,prod_04,1194.6,151.0,1661.0,2278.0,348.6,6.0,16.5,0.49,8.7,4.0,1.0,1.9,98.33,0.6,Engaged
2023-09-30,CUST_0122,prod_04,1106.67,7.035450312890889,43.436859159077926,6542.0,157.9,15.235030392282065,23.0,0.78,9.7,1.0,11.0,6.401263714249771,59.82568622031855,1.88,Active
2023-10-31,CUST_0122,prod_04,1658.97,92.0,1656.0,2824.0,137.4,10.0,6.3,0.33,6.8,10.0,14.0,13.5,41.64,0.64,Engaged
2023-11-30,CUST_0122,prod_04,781.08,78.10414166107653,571.5548570500557,14233.0,56.3,4.0,15.5,1.69,6.097445095527181,3.0,25.0,1.1,127.31,0.88,Active
2023-12-31,CUST_0122,prod_04,545.04,19.0,877.0,12218.0,102.4,0.0,24.5,1.35,6.3,8.0,9.0,16.7,97.05,0.87,Engaged
2024-01-31,CUST_0122,prod_04,1014.76,162.0,133.0,11399.0,25.0,4.0,6.5,1.98,6.6,4.0,3.0,16.9,99.12,0.86,Active
2024-02-29,CUST_0122,prod_04,815.49,77.0,114.0,9484.0,144.8,2.0,0.3,0.61,5.8,5.0,8.0,7.8,99.21,0.76,Active
2024-03-31,CUST_0122,prod_04,1679.97,19.0,679.2369276447387,2916.0,39.6,1.4187325656856888,17.853589645474173,0.5,10.0,0.0,10.0,17.5,95.5,0.89,Engaged
2024-04-30,CUST_0122,prod_04,1838.63,76.0,3628.0,16138.0,11.7,0.0,10.6,0.43,6.2,1.0,12.0,6.1,105.58,0.74,Active
2024-05-31,CUST_0122,prod_04,1069.194803455739,234.0,935.0,960.0,54.5610130003576,0.0,17.1,1.16,7.5,2.2343723547092345,23.0,0.9,98.14690612308516,0.33,Active
2024-06-30,CUST_0122,prod_04,755.79,139.0,189.0,13175.0,112.8,18.0,16.3,0.79,4.7,14.0,11.0,21.7,99.12,0.81,Active
2024-07-31,CUST_0122,prod_04,2084.58,10.0,1035.0,1008.0,131.3,0.0,2.6,0.72,5.1,8.0,17.0,3.9,99.34,0.65,Active
2024-08-31,CUST_0122,prod_04,1493.38,352.0,271.0,13634.0,81.6,11.0,13.1,0.39,6.8,2.0,6.0,9.6,97.4,0.64,Engaged
2024-09-30,CUST_0122,prod_04,626.66,3.435131130193056,2940.0,3477.0,123.7,0.0,15.448942143429678,0.75,9.8,0.0,0.6588898714445395,12.6,94.88113938027657,0.82,Active
2024-10-31,CUST_0122,prod_04,1681.5,181.0,376.0,2594.0,151.0,1.0,3.2,0.36,7.7,1.0,3.0,10.2,99.6,0.92,Active
2024-11-30,CUST_0122,prod_04,616.35,193.0,1119.0,12302.0,165.9,15.0,17.7,0.61,9.6,5.0,17.0,16.7,98.28,0.74,Engaged
2024-12-31,CUST_0122,prod_04,494.43,72.0,1586.0,17279.0,154.7,2.0,21.7,0.99,3.1,1.0,6.0,16.4,97.98,0.81,Engaged
2025-01-31,CUST_0122,prod_04,705.1,157.0,1987.0,23872.0,49.4,0.0,0.7,0.35,6.2,8.0,17.0,15.8,130.7,0.49,Engaged
2023-01-31,CUST_0122,prod_05,3876.12,160.0,249.0,6174.0,106.6,0.0,0.5,0.34,6.0,6.0,15.0,8.0,100.32,0.57,Active
2023-02-28,CUST_0122,prod_05,1412.83,116.0,206.0,14253.0,214.0,4.0,5.5,0.59,16.2,8.0,11.0,14.2,100.5,0.98,Engaged
2023-03-31,CUST_0122,prod_05,872.72,100.0,1569.0,35191.0,285.3,7.0,13.8,0.61,9.5,5.0,5.0,12.1,98.98,0.59,Engaged
2023-04-30,CUST_0122,prod_05,717.52,300.0,1977.0,5616.0,87.4,7.0,21.0,0.22,9.7,1.0,2.0,5.0,97.79,1.08,Active
2023-05-31,CUST_0122,prod_05,1752.31,378.0,1167.0,8577.17576231938,135.66071499884902,6.0,4.8,0.3900709351214726,5.7,4.464916384385528,9.838049235049198,30.4,99.26,0.91,Engaged
2023-06-30,CUST_0122,prod_05,492.27,142.0,274.0,1942.0,144.3,0.0,10.4,0.81,9.7,3.0,16.0,16.9,99.96,1.74,Active
2023-07-31,CUST_0122,prod_05,1467.47,14.0,223.0,20243.0,21.7,20.0,12.7,0.86,6.3,7.0,9.0,8.1,99.02,0.83,Engaged
2023-08-31,CUST_0122,prod_05,1300.57,169.0,3475.0,28773.0,147.1,9.0,14.5,0.23,8.9,9.0,12.0,8.5,97.53,1.84,Engaged
2023-09-30,CUST_0122,prod_05,645.77,9.0,1414.0,8683.0,324.3,0.0,1.7,0.59,5.9,4.0,15.0,21.5,100.39,0.88,Active
2023-10-31,CUST_0122,prod_05,302.25,314.0,996.0,10512.0,68.4,22.46047070097365,21.79822180015641,0.96,7.4,3.0604649228769056,7.0,6.9,97.28,0.7720805294534996,Engaged
2023-11-30,CUST_0122,prod_05,1818.46,50.0,263.0,12329.0,28.6,3.0,7.4,0.22,9.5,6.0,13.0,14.8,99.58,0.44,Engaged
2023-12-31,CUST_0122,prod_05,1926.87,45.0,585.0,6296.0,208.7,2.0,6.6,0.7,6.1,8.0,23.0,22.1,99.03,1.4,Active
2024-01-31,CUST_0122,prod_05,340.83,175.0,137.0,2166.0,320.6,1.0,0.7,0.5238075163557088,5.8,5.0,19.0,-0.4,97.86247037447738,0.73,Engaged
2024-02-29,CUST_0122,prod_05,1405.45,140.0,1870.0,9570.0,50.1,10.0,16.3,0.32,8.1,13.0,12.0,18.0,99.15,1.98,Active
2024-03-31,CUST_0122,prod_05,542.36,132.0,211.0,4649.0,162.2,7.0,3.9,1.08,7.3,4.0,7.0,13.4,98.29,0.95,Active
2024-04-30,CUST_0122,prod_05,2121.19,55.0,704.0,12043.0,145.7,9.0,10.7,1.49,4.1,2.0,14.0,1.8,122.06,0.71,Engaged
2024-05-31,CUST_0122,prod_05,206.07,150.0,126.0,22945.0,126.6,0.0,5.9,0.5,10.7,6.0,10.0,23.8,99.55,1.41,Active
2024-06-30,CUST_0122,prod_05,462.91,21.0,1122.0,17708.0,171.8,6.0,3.2,0.69,5.2,2.0,22.0,12.6,39.49,0.27,Active
2024-07-31,CUST_0122,prod_05,1461.99,185.0,1510.0,37700.0,292.9,7.0,10.5,0.61,20.0,7.0,8.0,7.8,97.89,0.46,Engaged
2024-08-31,CUST_0122,prod_05,1308.94,3.871849235883636,795.2768816900758,7569.0,192.4,0.8858196449490903,5.5,0.0310793161260176,4.3,7.0,13.0,3.2745030535531967,191.03,0.92,Engaged
2024-09-30,CUST_0122,prod_05,2724.99,109.0,901.0,9984.0,216.5,10.0,21.1,0.26,7.5,1.0,16.0,32.2,98.49,0.77,Active
2024-10-31,CUST_0122,prod_05,938.77,90.0,1300.0,12992.0,166.3,7.0,0.4,0.71,4.8,4.0,5.0,36.4,96.79,0.91,Engaged
2024-11-30,CUST_0122,prod_05,1193.19,308.0,1488.0,2053.0,105.8,5.0,5.5,0.7,15.9,3.0,10.0,6.0,99.84,1.04,Engaged
2024-12-31,CUST_0122,prod_05,345.6,15.0,2360.0,15733.0,163.9,3.0,14.6,0.6,8.0,1.0,14.0,11.5,98.42,0.96,Engaged
2025-01-31,CUST_0122,prod_05,968.9,22.0,293.0,30700.0,92.7,5.0,0.8,0.74,6.4,5.0,10.0,11.5,129.02,0.34,Active
2023-01-31,CUST_0122,prod_06,1996.73,160.0,1581.2993883259785,4058.561540559684,51.0,2.0,5.7,0.47,7.0,6.0,12.0,1.8,97.54,0.960627681342886,Engaged
2023-02-28,CUST_0122,prod_06,743.4919803919869,216.0,290.2316244362423,5594.0,160.8,0.7043883899886234,20.4,0.16,6.0,3.439235144973758,5.0,21.8,98.86,1.69,Active
2023-03-31,CUST_0122,prod_06,401.92,160.0,1407.0,21127.0,109.3,5.0,13.2,0.6,6.9,1.0,5.0,11.2,97.0,1.92,Active
2023-04-30,CUST_0122,prod_06,3293.29,47.0,2100.0,4448.0,89.6,1.0,0.7,0.67,13.3,0.0,13.0,14.1,99.94,0.61,Engaged
2023-05-31,CUST_0122,prod_06,406.26,389.0,1783.0,5306.0,107.0,2.0,29.4,0.89,9.3,4.0,12.0,11.4,109.98,0.77,Engaged
2023-06-30,CUST_0122,prod_06,2410.59,31.0,667.0,14150.0,12.7,10.0,5.5,0.76,5.7,3.0,6.0,13.8,99.23,1.36,Engaged
2023-07-31,CUST_0122,prod_06,1788.1,94.0,237.0,9107.0,226.1,3.0,0.7,0.62,5.3,5.0,8.0,0.8,98.53,0.6,Engaged
2023-08-31,CUST_0122,prod_06,2168.02,51.0,1176.0,13086.0,19.1,3.0,0.8,0.96,5.9,6.0,8.0,3.5,99.18,0.96,Active
2023-09-30,CUST_0122,prod_06,605.73,236.0,2127.0,15072.0,95.2,5.0,4.1,0.66,7.9,11.0,7.0,13.4,97.5,0.52,Active
2023-10-31,CUST_0122,prod_06,1990.42,4.0,928.0,10411.0,229.4,0.0,3.1,0.75,6.2,5.0,6.0,2.6,51.88,0.87,Active
2023-11-30,CUST_0122,prod_06,1921.28,69.0,546.0,13692.0,10.4,0.0,13.8,0.38,8.8,7.0,22.0,17.5,80.89,0.67,Active
2023-12-31,CUST_0122,prod_06,528.89,118.0,1232.0,6094.0,170.8,8.0,13.9,0.69,5.2,5.0,15.0,39.0,97.99,0.81,Active
2024-01-31,CUST_0122,prod_06,3992.78,223.0,1171.0,10506.0,158.6,-1.0,23.2,0.69,9.4,2.0,8.0,16.8,99.65,0.8,Active
2024-02-29,CUST_0122,prod_06,1309.12,61.0,1697.0,17499.0,374.2,15.0,2.5,0.13,13.2,3.0,4.0,14.5,98.97,0.85,Engaged
2024-03-31,CUST_0122,prod_06,1397.59,304.0,989.0,22781.0,181.6,6.0,11.8,0.99,5.1,4.0,3.0,1.6,168.55,0.47,Active
2024-04-30,CUST_0122,prod_06,3518.94,375.0,1531.0,13045.0,117.4,10.0,6.2,1.65,8.0,15.0,12.0,7.8,58.72,0.95,Active
2024-05-31,CUST_0122,prod_06,1233.33,80.0,558.0,19756.0,29.6,17.0,13.4,0.8,10.3,1.0,8.0,13.0,34.14,0.72,Engaged
2024-06-30,CUST_0122,prod_06,1558.85,63.0,1375.0,13607.0,168.1,3.0,13.5,0.59,2.8,1.0,22.0,22.4,99.96,0.61,Engaged
2024-07-31,CUST_0122,prod_06,362.77,176.0,459.0,13577.0,199.4,-1.0,5.4,0.52,4.6,2.0,11.0,22.7,97.66,0.85,Engaged
2024-08-31,CUST_0122,prod_06,1843.45,23.0,881.0,363.0,383.3,10.0,6.0,0.44,3.5,11.0,27.0,16.1,98.33,1.21,Engaged
2024-09-30,CUST_0122,prod_06,193.35,52.0,1446.0,21551.0,13.3,2.0,9.5,1.03,6.3,8.0,16.0,15.3,115.48,1.95,Active
2024-10-31,CUST_0122,prod_06,1419.97,184.0,1390.0,16722.0,78.7,6.0,12.7,0.75,8.4,13.0,14.0,4.7,98.48,0.59,Engaged
